transaction_id,timestamp,amount,currency,merchant_name,merchant_category,card_type,location_city,location_country,latitude,longitude,is_fraud
5680,2024-03-23 16:04:21,7.21,EUR,QuickGas_632,Fuel,Visa,Ho Chi Minh City,Vietnam,10.8231,106.6297,0
162,2024-03-23 16:42:14,3.96,EUR,FixItAll_481,Services,Mastercard,Berlin,Germany,52.52,13.405,0
12468,2024-03-23 20:50:10,34.03,EUR,ConcertLive_770,Entertainment,Amex,Rome,Italy,41.9028,12.4964,0
17037,2024-03-23 20:53:00,7.18,EUR,CloudService_391,Subscription,Visa,Berlin,Germany,52.52,13.405,0
11510,2024-03-23 21:17:27,3.14,EUR,GameZone_848,Entertainment,Visa,Berlin,Germany,52.52,13.405,0
18503,2024-03-23 21:19:31,8.52,EUR,TechGadgets_551,Electronics,Visa,Dublin,Ireland,53.3498,-6.2603,0
986,2024-03-23 21:26:28,14.72,EUR,QuickGas_244,Fuel,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
11889,2024-03-23 22:45:46,3.8,EUR,GameZone_494,Entertainment,Mastercard,Berlin,Germany,52.52,13.405,0
11562,2024-03-23 22:57:22,26.18,EUR,BurgerJoint_374,Restaurants,Mastercard,Paris,France,48.8566,2.3522,0
5369,2024-03-24 00:01:20,10.87,EUR,QuickGas_818,Fuel,Mastercard,Rome,Italy,41.9028,12.4964,0
13902,2024-03-24 00:39:32,21.61,EUR,CinemaWorld_173,Entertainment,Mastercard,Berlin,Germany,52.52,13.405,0
753,2024-03-24 01:10:49,10.01,EUR,SuperMart_659,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
10416,2024-03-24 02:03:36,14.3,EUR,WaterWorks_582,Utilities,Visa,Paris,France,48.8566,2.3522,0
1171,2024-03-24 02:40:58,6.04,EUR,WebShopX_878,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
6277,2024-03-24 02:44:34,21.67,EUR,CinemaWorld_757,Entertainment,Mastercard,Berlin,Germany,52.52,13.405,0
14095,2024-03-24 04:17:29,14.68,EUR,TechGadgets_560,Electronics,Mastercard,Berlin,Germany,52.52,13.405,0
1573,2024-03-24 04:25:21,21.99,EUR,TravelGo_298,Travel,Amex,Rome,Italy,41.9028,12.4964,0
247,2024-03-24 05:14:16,12.89,EUR,HotelVista_622,Travel,Mastercard,Sydney,Australia,-33.8688,151.2093,0
19401,2024-03-24 07:17:38,48.17,EUR,ElectroHub_252,Electronics,Amex,Dublin,Ireland,53.3498,-6.2603,0
13687,2024-03-24 10:11:42,2.02,EUR,WebShopX_837,Online Retail,Amex,New York,USA,40.7128,-74.006,0
3115,2024-03-24 10:59:15,8.92,EUR,WaterWorks_720,Utilities,Mastercard,Berlin,Germany,52.52,13.405,0
18400,2024-03-24 12:07:58,16.0,EUR,FuelUp_744,Fuel,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
6228,2024-03-24 12:15:59,4.38,EUR,TravelGo_846,Travel,Mastercard,Rome,Italy,41.9028,12.4964,0
5361,2024-03-24 13:06:21,18.29,EUR,TechGadgets_240,Electronics,Mastercard,Ho Chi Minh City,Vietnam,10.8231,106.6297,0
1876,2024-03-24 13:35:47,9.4,EUR,GameZone_736,Entertainment,Visa,Paris,France,48.8566,2.3522,0
15427,2024-03-24 14:57:14,7.58,EUR,SuperMart_897,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
13499,2024-03-24 15:08:50,29.81,EUR,FreshFoods_220,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
16966,2024-03-24 15:37:13,16.43,EUR,DailyNeeds_811,Groceries,Mastercard,Berlin,Germany,52.52,13.405,0
8305,2024-03-24 15:48:41,30.1,EUR,FreshFoods_177,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
9305,2024-03-24 16:06:03,18.7,EUR,FreshFoods_219,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
8384,2024-03-24 16:42:10,13.91,EUR,WaterWorks_805,Utilities,Mastercard,Berlin,Germany,52.52,13.405,0
12284,2024-03-24 18:31:35,14.35,EUR,CinemaWorld_944,Entertainment,Amex,Berlin,Germany,52.52,13.405,0
5398,2024-03-24 19:32:44,54.94,EUR,CafeLuxe_613,Restaurants,Mastercard,Rome,Italy,41.9028,12.4964,0
13118,2024-03-24 21:53:41,3.57,EUR,CleanPro_250,Services,Amex,Berlin,Germany,52.52,13.405,0
12447,2024-03-24 23:25:22,38.76,EUR,TravelGo_604,Travel,Visa,Paris,France,48.8566,2.3522,0
74,2024-03-24 23:39:03,2.87,EUR,FreshFoods_575,Groceries,Visa,London,UK,51.5074,-0.1278,0
10922,2024-03-25 00:34:52,74.26,EUR,SuperMart_374,Groceries,Amex,Paris,France,48.8566,2.3522,0
18325,2024-03-25 00:54:20,7.26,EUR,BurgerJoint_320,Restaurants,Visa,Berlin,Germany,52.52,13.405,0
6302,2024-03-25 02:35:28,7.6,EUR,SuperMart_719,Groceries,Mastercard,London,UK,51.5074,-0.1278,0
18225,2024-03-25 03:25:26,8.17,EUR,GlobalMarket_535,Online Retail,Mastercard,London,UK,51.5074,-0.1278,0
5943,2024-03-25 04:37:20,10.57,EUR,DailyNeeds_163,Groceries,Mastercard,Berlin,Germany,52.52,13.405,0
16239,2024-03-25 05:01:51,16.17,EUR,CloudService_348,Subscription,Visa,Paris,France,48.8566,2.3522,0
7591,2024-03-25 05:10:48,1.52,EUR,GlobalMarket_990,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
11222,2024-03-25 05:15:17,15.33,EUR,DailyNeeds_968,Groceries,Mastercard,London,UK,51.5074,-0.1278,0
4850,2024-03-25 05:16:39,38.04,EUR,HotelVista_712,Travel,Amex,Berlin,Germany,52.52,13.405,0
13826,2024-03-25 06:23:02,10.6,EUR,WebShopX_223,Online Retail,Amex,London,UK,51.5074,-0.1278,0
16737,2024-03-25 06:25:26,67.54,EUR,FreshFoods_756,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
4740,2024-03-25 09:42:31,21.04,EUR,CafeLuxe_124,Restaurants,Amex,Berlin,Germany,52.52,13.405,0
9700,2024-03-25 10:17:13,8.01,EUR,CafeLuxe_340,Restaurants,Mastercard,London,UK,51.5074,-0.1278,0
17291,2024-03-25 11:19:49,6.91,EUR,WebShopX_491,Online Retail,Mastercard,Rome,Italy,41.9028,12.4964,0
18484,2024-03-25 12:31:58,27.62,EUR,StreamFlix_447,Subscription,Amex,Paris,France,48.8566,2.3522,0
18339,2024-03-25 14:26:57,7.22,EUR,CafeLuxe_486,Restaurants,Mastercard,London,UK,51.5074,-0.1278,0
4017,2024-03-25 15:23:25,2.82,EUR,FreshFoods_145,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
10985,2024-03-25 16:08:15,34.21,EUR,FreshFoods_920,Groceries,Mastercard,Rome,Italy,41.9028,12.4964,0
2829,2024-03-25 16:27:08,7.45,EUR,GlobalMarket_518,Online Retail,Amex,Paris,France,48.8566,2.3522,0
12432,2024-03-25 16:51:03,18.64,EUR,DailyNeeds_726,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
15510,2024-03-25 17:20:55,10.03,EUR,DailyNeeds_347,Groceries,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
19006,2024-03-25 18:16:42,3.53,EUR,DailyNeeds_699,Groceries,Visa,Online,Global,0.0,0.0,0
6680,2024-03-25 18:47:09,26.68,EUR,EatWell Diner_181,Restaurants,Visa,Rome,Italy,41.9028,12.4964,0
1669,2024-03-25 19:23:15,12.9,EUR,CinemaWorld_960,Entertainment,Amex,Paris,France,48.8566,2.3522,0
10479,2024-03-25 19:33:47,9.62,EUR,SuperMart_171,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
14143,2024-03-25 22:27:05,2.1,EUR,WaterWorks_175,Utilities,Mastercard,Tokyo,Japan,35.6895,139.6917,0
8314,2024-03-25 23:02:50,5.22,EUR,ConcertLive_683,Entertainment,Mastercard,Rome,Italy,41.9028,12.4964,0
16106,2024-03-25 23:14:38,15.64,EUR,CafeLuxe_609,Restaurants,Mastercard,London,UK,51.5074,-0.1278,0
13632,2024-03-25 23:32:39,4.05,EUR,FreshFoods_359,Groceries,Amex,Berlin,Germany,52.52,13.405,0
19052,2024-03-25 23:50:55,6.99,EUR,CafeLuxe_907,Restaurants,Visa,Dublin,Ireland,53.3498,-6.2603,0
19365,2024-03-26 00:12:22,10.28,EUR,DailyNeeds_612,Groceries,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
1111,2024-03-26 01:15:05,28.13,EUR,FuelUp_928,Fuel,Amex,Berlin,Germany,52.52,13.405,0
11917,2024-03-26 02:17:18,15.15,EUR,FreshFoods_439,Groceries,Mastercard,Paris,France,48.8566,2.3522,0
17699,2024-03-26 02:22:21,43.82,EUR,BurgerJoint_432,Restaurants,Visa,Paris,France,48.8566,2.3522,0
14298,2024-03-26 02:44:41,3.03,EUR,ConcertLive_852,Entertainment,Visa,London,UK,51.5074,-0.1278,0
13767,2024-03-26 03:10:13,3.03,EUR,EatWell Diner_513,Restaurants,Amex,Rome,Italy,41.9028,12.4964,0
8425,2024-03-26 05:51:09,6.71,EUR,GameZone_885,Entertainment,Amex,London,UK,51.5074,-0.1278,0
3162,2024-03-26 07:14:43,24.28,EUR,CafeLuxe_350,Restaurants,Amex,Paris,France,48.8566,2.3522,0
10400,2024-03-26 07:41:48,14.23,EUR,SuperMart_361,Groceries,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
8106,2024-03-26 07:45:56,6.24,EUR,ElectroHub_509,Electronics,Visa,Berlin,Germany,52.52,13.405,0
5578,2024-03-26 08:38:35,4.4,EUR,FreshFoods_122,Groceries,Mastercard,Paris,France,48.8566,2.3522,0
12497,2024-03-26 09:59:19,15.27,EUR,DailyNeeds_323,Groceries,Visa,Dublin,Ireland,53.3498,-6.2603,0
1912,2024-03-26 11:32:58,17.7,EUR,PowerCo_815,Utilities,Mastercard,Berlin,Germany,52.52,13.405,0
14572,2024-03-26 11:37:26,8.72,EUR,BurgerJoint_249,Restaurants,Amex,Rome,Italy,41.9028,12.4964,0
3775,2024-03-26 13:06:00,5.08,EUR,FuelUp_938,Fuel,Visa,London,UK,51.5074,-0.1278,0
6459,2024-03-26 15:30:40,9.07,EUR,ConcertLive_946,Entertainment,Mastercard,Paris,France,48.8566,2.3522,0
11035,2024-03-26 15:49:44,15.39,EUR,HotelVista_638,Travel,Mastercard,Paris,France,48.8566,2.3522,0
7929,2024-03-26 16:20:27,5.93,EUR,FuelUp_760,Fuel,Amex,Dublin,Ireland,53.3498,-6.2603,0
6587,2024-03-26 16:22:39,7.16,EUR,FreshFoods_202,Groceries,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
19647,2024-03-26 17:23:57,22.91,EUR,BurgerJoint_262,Restaurants,Visa,Rome,Italy,41.9028,12.4964,0
18389,2024-03-26 18:10:45,7.93,EUR,WebShopX_165,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
11901,2024-03-26 19:14:53,19.13,EUR,E-Boutique_459,Online Retail,Mastercard,London,UK,51.5074,-0.1278,0
11604,2024-03-26 20:24:05,27.51,EUR,CinemaWorld_873,Entertainment,Amex,Berlin,Germany,52.52,13.405,0
2111,2024-03-26 20:34:00,7.52,EUR,DailyNeeds_673,Groceries,Visa,Rome,Italy,41.9028,12.4964,0
7323,2024-03-26 20:45:24,11.94,EUR,InternetNet_630,Utilities,Mastercard,Rome,Italy,41.9028,12.4964,0
5981,2024-03-26 22:27:41,18.83,EUR,CafeLuxe_597,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
16611,2024-03-26 23:20:17,16.91,EUR,ElectroHub_859,Electronics,Visa,Paris,France,48.8566,2.3522,0
12217,2024-03-26 23:48:18,59.79,EUR,TravelGo_282,Travel,Visa,Paris,France,48.8566,2.3522,0
269,2024-03-26 23:52:14,6.64,EUR,E-Boutique_332,Online Retail,Amex,Berlin,Germany,52.52,13.405,0
5875,2024-03-26 23:57:32,37.68,EUR,CinemaWorld_883,Entertainment,Amex,Dublin,Ireland,53.3498,-6.2603,0
15959,2024-03-27 00:09:57,6.97,EUR,PowerCo_859,Utilities,Amex,London,UK,51.5074,-0.1278,0
17064,2024-03-27 00:44:42,12.5,EUR,GameZone_829,Entertainment,Mastercard,Rome,Italy,41.9028,12.4964,0
3291,2024-03-27 00:55:03,26.83,EUR,BurgerJoint_765,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
5723,2024-03-27 00:56:10,1.83,EUR,StreamFlix_798,Subscription,Amex,Dublin,Ireland,53.3498,-6.2603,0
13702,2024-03-27 03:18:20,12.58,EUR,FuelUp_377,Fuel,Mastercard,Rome,Italy,41.9028,12.4964,0
7144,2024-03-27 03:59:31,11.81,EUR,DailyNeeds_911,Groceries,Mastercard,London,UK,51.5074,-0.1278,0
19729,2024-03-27 04:05:26,8.62,EUR,TechGadgets_133,Electronics,Visa,Rome,Italy,41.9028,12.4964,0
14816,2024-03-27 05:10:54,11.93,EUR,TravelGo_337,Travel,Mastercard,Lagos,Nigeria,6.5244,3.3792,0
4996,2024-03-27 06:15:58,15.72,EUR,TravelGo_369,Travel,Visa,London,UK,51.5074,-0.1278,0
10756,2024-03-27 06:49:58,12.32,EUR,DailyNeeds_711,Groceries,Amex,Dublin,Ireland,53.3498,-6.2603,0
7477,2024-03-27 09:13:55,3.08,EUR,FixItAll_612,Services,Visa,London,UK,51.5074,-0.1278,0
6894,2024-03-27 11:30:36,16.98,EUR,CloudService_189,Subscription,Mastercard,Berlin,Germany,52.52,13.405,0
19238,2024-03-27 11:47:07,19.54,EUR,CafeLuxe_618,Restaurants,Amex,Paris,France,48.8566,2.3522,0
675,2024-03-27 12:48:48,22.23,EUR,FixItAll_828,Services,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
14669,2024-03-27 13:43:39,9.28,EUR,GlobalMarket_482,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
10871,2024-03-27 14:38:22,31.69,EUR,FixItAll_969,Services,Amex,London,UK,51.5074,-0.1278,0
15600,2024-03-27 14:57:02,14.53,EUR,EatWell Diner_324,Restaurants,Visa,Paris,France,48.8566,2.3522,0
11783,2024-03-27 15:19:23,1.13,EUR,WebShopX_755,Online Retail,Amex,London,UK,51.5074,-0.1278,0
6854,2024-03-27 15:59:05,9.97,EUR,ElectroHub_117,Electronics,Amex,Rome,Italy,41.9028,12.4964,0
16657,2024-03-27 16:22:55,9.18,EUR,ElectroHub_611,Electronics,Mastercard,London,UK,51.5074,-0.1278,0
17206,2024-03-27 16:51:42,9.51,EUR,StreamFlix_258,Subscription,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
18088,2024-03-27 17:09:39,23.48,EUR,CafeLuxe_169,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
507,2024-03-27 17:10:48,19.28,EUR,GlobalMarket_404,Online Retail,Mastercard,Rome,Italy,41.9028,12.4964,0
18937,2024-03-27 18:22:54,29.92,EUR,CafeLuxe_665,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
17119,2024-03-27 20:18:20,12.29,EUR,EatWell Diner_709,Restaurants,Amex,Dublin,Ireland,53.3498,-6.2603,0
1680,2024-03-27 20:59:14,10.74,EUR,PowerCo_998,Utilities,Amex,Paris,France,48.8566,2.3522,0
5955,2024-03-27 21:52:36,3.79,EUR,InternetNet_592,Utilities,Mastercard,Rome,Italy,41.9028,12.4964,0
8835,2024-03-27 23:13:58,3.8,EUR,ElectroHub_701,Electronics,Mastercard,London,UK,51.5074,-0.1278,0
9664,2024-03-27 23:20:42,5.47,EUR,SuperMart_804,Groceries,Amex,Berlin,Germany,52.52,13.405,0
18657,2024-03-27 23:39:34,20.35,EUR,GlobalMarket_289,Online Retail,Amex,London,UK,51.5074,-0.1278,0
15088,2024-03-27 23:51:26,11.76,EUR,CafeLuxe_275,Restaurants,Mastercard,Berlin,Germany,52.52,13.405,0
16423,2024-03-28 01:21:30,46.44,EUR,CafeLuxe_899,Restaurants,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
18588,2024-03-28 02:24:11,3.65,EUR,E-Boutique_436,Online Retail,Amex,Paris,France,48.8566,2.3522,0
18887,2024-03-28 02:36:24,62.67,EUR,FreshFoods_673,Groceries,Visa,Dublin,Ireland,53.3498,-6.2603,0
8899,2024-03-28 04:44:39,6.06,EUR,FixItAll_294,Services,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
1594,2024-03-28 05:26:49,20.61,EUR,FuelUp_285,Fuel,Visa,Paris,France,48.8566,2.3522,0
11109,2024-03-28 05:56:44,3.65,EUR,TravelGo_129,Travel,Visa,Rome,Italy,41.9028,12.4964,0
12242,2024-03-28 07:02:30,7.98,EUR,CafeLuxe_994,Restaurants,Amex,London,UK,51.5074,-0.1278,0
4418,2024-03-28 07:22:11,17.74,EUR,FixItAll_586,Services,Visa,Dublin,Ireland,53.3498,-6.2603,0
1701,2024-03-28 11:37:30,16.78,EUR,CinemaWorld_221,Entertainment,Visa,Dublin,Ireland,53.3498,-6.2603,0
12902,2024-03-28 12:36:36,15.95,EUR,LuckySpin Casino_885,Gambling,Mastercard,Paris,France,48.8566,2.3522,0
18861,2024-03-28 13:26:45,20.84,EUR,WaterWorks_961,Utilities,Mastercard,Paris,France,48.8566,2.3522,0
2402,2024-03-28 13:48:49,45.87,EUR,FlyAway Airlines_524,Travel,Amex,Dublin,Ireland,53.3498,-6.2603,0
10676,2024-03-28 14:29:23,18.78,EUR,GlobalMarket_825,Online Retail,Amex,Paris,France,48.8566,2.3522,0
12505,2024-03-28 17:45:36,17.17,EUR,E-Boutique_973,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
12527,2024-03-28 18:18:33,7.88,EUR,E-Boutique_123,Online Retail,Visa,London,UK,51.5074,-0.1278,0
5815,2024-03-28 20:57:30,4.75,EUR,ElectroHub_948,Electronics,Amex,Dublin,Ireland,53.3498,-6.2603,0
16276,2024-03-28 20:57:43,5.69,EUR,GameZone_104,Entertainment,Visa,London,UK,51.5074,-0.1278,0
13904,2024-03-28 21:06:17,2.95,EUR,SuperMart_569,Groceries,Amex,Berlin,Germany,52.52,13.405,0
1249,2024-03-28 21:28:04,15.63,EUR,CafeLuxe_584,Restaurants,Mastercard,London,UK,51.5074,-0.1278,0
17256,2024-03-28 22:08:20,15.85,EUR,BurgerJoint_587,Restaurants,Amex,Berlin,Germany,52.52,13.405,0
19004,2024-03-28 22:23:18,9.6,EUR,ElectroHub_114,Electronics,Amex,Paris,France,48.8566,2.3522,0
5518,2024-03-28 23:41:50,5.6,EUR,SuperMart_911,Groceries,Visa,Paris,France,48.8566,2.3522,0
5197,2024-03-29 00:41:16,15.11,EUR,SuperMart_483,Groceries,Visa,Berlin,Germany,52.52,13.405,0
18011,2024-03-29 00:41:39,23.4,EUR,EatWell Diner_295,Restaurants,Visa,Berlin,Germany,52.52,13.405,0
18334,2024-03-29 02:00:42,18.15,EUR,E-Boutique_155,Online Retail,Visa,Dublin,Ireland,53.3498,-6.2603,0
1655,2024-03-29 02:57:48,29.12,EUR,CinemaWorld_910,Entertainment,Mastercard,Paris,France,48.8566,2.3522,0
4725,2024-03-29 02:58:05,7.56,EUR,EatWell Diner_307,Restaurants,Mastercard,Rome,Italy,41.9028,12.4964,0
12511,2024-03-29 03:43:19,7.38,EUR,FixItAll_973,Services,Amex,Paris,France,48.8566,2.3522,0
19106,2024-03-29 03:53:36,37.07,EUR,HotelVista_480,Travel,Amex,London,UK,51.5074,-0.1278,0
6740,2024-03-29 04:09:34,2.45,EUR,DailyNeeds_570,Groceries,Mastercard,Paris,France,48.8566,2.3522,0
17505,2024-03-29 04:43:58,3.15,EUR,FlyAway Airlines_456,Travel,Visa,Berlin,Germany,52.52,13.405,0
7079,2024-03-29 05:30:41,22.05,EUR,QuickGas_245,Fuel,Amex,Berlin,Germany,52.52,13.405,0
17522,2024-03-29 06:59:37,7.12,EUR,DailyNeeds_467,Groceries,Mastercard,Paris,France,48.8566,2.3522,0
19551,2024-03-29 09:05:22,11.41,EUR,ConcertLive_138,Entertainment,Visa,Dublin,Ireland,53.3498,-6.2603,0
8301,2024-03-29 09:14:11,37.73,EUR,PowerCo_604,Utilities,Amex,London,UK,51.5074,-0.1278,0
3545,2024-03-29 10:21:22,6.16,EUR,FlyAway Airlines_454,Travel,Mastercard,Berlin,Germany,52.52,13.405,0
13705,2024-03-29 10:51:00,14.68,EUR,TravelGo_523,Travel,Amex,Paris,France,48.8566,2.3522,0
4475,2024-03-29 11:31:26,7.31,EUR,CafeLuxe_844,Restaurants,Amex,Berlin,Germany,52.52,13.405,0
1329,2024-03-29 11:43:08,10.98,EUR,HotelVista_522,Travel,Visa,London,UK,51.5074,-0.1278,0
1784,2024-03-29 12:05:45,36.1,EUR,CleanPro_464,Services,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
5487,2024-03-29 12:27:20,32.05,EUR,FuelUp_949,Fuel,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
5012,2024-03-29 13:03:46,1.56,EUR,CloudService_510,Subscription,Amex,Paris,France,48.8566,2.3522,0
17971,2024-03-29 13:41:37,3.94,EUR,CafeLuxe_542,Restaurants,Amex,Rome,Italy,41.9028,12.4964,0
9323,2024-03-29 14:48:37,10.22,EUR,ConcertLive_469,Entertainment,Amex,Berlin,Germany,52.52,13.405,0
17061,2024-03-29 15:08:29,545.14,EUR,WebShopX_564,Online Retail,Amex,Ho Chi Minh City,Vietnam,10.8231,106.6297,1
8680,2024-03-29 15:46:37,20.02,EUR,GlobalMarket_759,Online Retail,Mastercard,London,UK,51.5074,-0.1278,0
11470,2024-03-29 15:57:44,29.62,EUR,CafeLuxe_688,Restaurants,Visa,Dublin,Ireland,53.3498,-6.2603,0
13438,2024-03-29 17:17:46,13.89,EUR,BurgerJoint_994,Restaurants,Visa,Berlin,Germany,52.52,13.405,0
17282,2024-03-29 18:17:09,21.77,EUR,GlobalMarket_774,Online Retail,Visa,Berlin,Germany,52.52,13.405,0
10992,2024-03-29 20:37:58,24.98,EUR,CleanPro_405,Services,Visa,Rome,Italy,41.9028,12.4964,0
15395,2024-03-29 23:11:21,11.2,EUR,E-Boutique_411,Online Retail,Mastercard,London,UK,51.5074,-0.1278,0
9677,2024-03-30 00:02:59,18.72,EUR,E-Boutique_476,Online Retail,Mastercard,Tokyo,Japan,35.6895,139.6917,0
14986,2024-03-30 00:50:43,18.11,EUR,QuickGas_205,Fuel,Amex,Paris,France,48.8566,2.3522,0
19956,2024-03-30 00:54:07,4.87,EUR,BurgerJoint_786,Restaurants,Visa,Rome,Italy,41.9028,12.4964,0
10174,2024-03-30 03:06:49,15.9,EUR,HotelVista_515,Travel,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
7734,2024-03-30 03:27:56,5.36,EUR,WaterWorks_424,Utilities,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
1256,2024-03-30 05:00:24,10.1,EUR,FixItAll_457,Services,Visa,Dublin,Ireland,53.3498,-6.2603,0
5464,2024-03-30 05:38:24,11.11,EUR,BurgerJoint_435,Restaurants,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
13208,2024-03-30 06:41:37,4.31,EUR,GlobalMarket_630,Online Retail,Visa,London,UK,51.5074,-0.1278,0
9077,2024-03-30 07:29:45,22.92,EUR,E-Boutique_691,Online Retail,Visa,Rome,Italy,41.9028,12.4964,0
3054,2024-03-30 08:24:01,4.4,EUR,FlyAway Airlines_456,Travel,Mastercard,Berlin,Germany,52.52,13.405,0
3947,2024-03-30 09:40:40,6.51,EUR,EatWell Diner_188,Restaurants,Visa,Paris,France,48.8566,2.3522,0
18981,2024-03-30 09:45:51,17.12,EUR,TechGadgets_529,Electronics,Mastercard,Berlin,Germany,52.52,13.405,0
13654,2024-03-30 10:22:24,4.7,EUR,ElectroHub_284,Electronics,Amex,Rome,Italy,41.9028,12.4964,0
15093,2024-03-30 10:32:08,4.34,EUR,StreamFlix_758,Subscription,Visa,Rome,Italy,41.9028,12.4964,0
1046,2024-03-30 11:05:23,2.82,EUR,StreamFlix_330,Subscription,Visa,Berlin,Germany,52.52,13.405,0
5089,2024-03-30 12:41:16,8.83,EUR,FlyAway Airlines_133,Travel,Visa,London,UK,51.5074,-0.1278,0
2477,2024-03-30 14:43:48,30.56,EUR,TechGadgets_692,Electronics,Visa,London,UK,51.5074,-0.1278,0
18722,2024-03-30 15:24:28,10.81,EUR,E-Boutique_511,Online Retail,Amex,Berlin,Germany,52.52,13.405,0
87,2024-03-30 16:42:53,3.71,EUR,CafeLuxe_939,Restaurants,Visa,Dublin,Ireland,53.3498,-6.2603,0
12880,2024-03-30 17:30:35,38.47,EUR,CleanPro_598,Services,Mastercard,Berlin,Germany,52.52,13.405,0
5802,2024-03-30 18:14:19,8.68,EUR,SuperMart_545,Groceries,Mastercard,New York,USA,40.7128,-74.006,0
5164,2024-03-30 18:39:12,11.47,EUR,PowerCo_492,Utilities,Visa,Paris,France,48.8566,2.3522,0
1769,2024-03-30 19:36:39,10.37,EUR,DailyNeeds_269,Groceries,Visa,Berlin,Germany,52.52,13.405,0
16696,2024-03-30 20:08:15,11.34,EUR,BurgerJoint_738,Restaurants,Visa,Rome,Italy,41.9028,12.4964,0
5808,2024-03-30 20:15:58,8.18,EUR,PowerCo_948,Utilities,Visa,Paris,France,48.8566,2.3522,0
1806,2024-03-30 20:28:23,6.66,EUR,GlobalMarket_412,Online Retail,Amex,Rome,Italy,41.9028,12.4964,0
13217,2024-03-30 20:47:35,9.24,EUR,GlobalMarket_624,Online Retail,Mastercard,Berlin,Germany,52.52,13.405,0
14813,2024-03-30 21:51:06,13.75,EUR,WebShopX_869,Online Retail,Amex,Dublin,Ireland,53.3498,-6.2603,0
17156,2024-03-30 21:55:38,5.37,EUR,E-Boutique_504,Online Retail,Mastercard,Berlin,Germany,52.52,13.405,0
1761,2024-03-30 22:05:24,6.06,EUR,WebShopX_235,Online Retail,Amex,Berlin,Germany,52.52,13.405,0
14803,2024-03-30 22:27:10,18.06,EUR,FlyAway Airlines_252,Travel,Visa,Paris,France,48.8566,2.3522,0
19375,2024-03-30 22:56:48,7.8,EUR,WebShopX_708,Online Retail,Mastercard,Lagos,Nigeria,6.5244,3.3792,0
9787,2024-03-31 00:30:26,33.44,EUR,GlobalMarket_510,Online Retail,Amex,Rome,Italy,41.9028,12.4964,0
1506,2024-03-31 01:21:41,5.76,EUR,FreshFoods_538,Groceries,Visa,Paris,France,48.8566,2.3522,0
15397,2024-03-31 02:11:37,1.51,EUR,EatWell Diner_839,Restaurants,Amex,Sydney,Australia,-33.8688,151.2093,0
15493,2024-03-31 05:44:08,16.04,EUR,FixItAll_343,Services,Mastercard,Paris,France,48.8566,2.3522,0
10553,2024-03-31 07:29:48,22.26,EUR,E-Boutique_193,Online Retail,Mastercard,Dublin,Ireland,53.3498,-6.2603,0
18473,2024-03-31 07:40:30,17.14,EUR,CloudService_474,Subscription,Amex,London,UK,51.5074,-0.1278,0
16729,2024-03-31 08:13:35,5.07,EUR,E-Boutique_252,Online Retail,Visa,Online,Global,0.0,0.0,0
13919,2024-03-31 08:22:51,16.93,EUR,CloudService_584,Subscription,Visa,Paris,France,48.8566,2.3522,0
3296,2024-03-31 09:14:03,11.39,EUR,FreshFoods_638,Groceries,Amex,Rome,Italy,41.9028,12.4964,0
18553,2024-03-31 09:20:10,12.92,EUR,SuperMart_339,Groceries,Mastercard,Lagos,Nigeria,6.5244,3.3792,0
2425,2024-03-31 10:13:44,67.32,EUR,QuickGas_212,Fuel,Amex,Ho Chi Minh City,Vietnam,10.8231,106.6297,0
6705,2024-03-31 10:44:29,28.28,EUR,FixItAll_492,Services,Visa,London,UK,51.5074,-0.1278,0
